is Elon Musk,created at,source,possibly sensitive,lang,has_text,has_link,has_hashtag,has_at,has_emoji,sentiment,subjectivity,retweet count,reply count,like count,quote count
1,2022-02-15 02:31:48+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.2,0.30000000000000004,3687,6321,60147,521
1,2022-02-15 02:27:54+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.0,0.0,7742,8242,70520,888
1,2022-02-14 22:54:37+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.0,0.0,7231,9016,129759,702
1,2022-02-14 19:44:02+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.0,0.0,7012,5933,77573,462
1,2022-02-11 20:01:33+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.0,0.0,104434,32789,591213,9397
1,2022-02-10 16:51:44+00:00,Twitter for iPhone,0,zxx,0,1,0,0,0,0.0,0.0,21639,14981,284370,2308
1,2022-02-10 05:04:48+00:00,Twitter for iPhone,0,zxx,0,1,0,0,0,0.0,0.0,7746,5846,79048,680
1,2022-02-10 04:53:52+00:00,Twitter for iPhone,0,zxx,0,1,0,0,0,0.0,0.0,16177,8080,244690,1408
1,2022-02-10 04:46:57+00:00,Twitter for iPhone,0,zxx,0,1,0,0,0,0.0,0.0,3090,2130,39875,268
1,2022-02-10 04:31:58+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.0666666666666666,0.5833333333333333,4968,3639,67094,330
1,2022-02-09 21:34:13+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.25,0.1,2654,4028,34366,184
1,2022-02-07 23:40:58+00:00,Twitter for iPhone,0,en,1,0,0,0,0,-0.1333333333333332,0.5666666666666667,16182,8312,149225,1289
1,2022-02-07 23:18:37+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.0666666666666666,0.5166666666666667,38906,29803,336344,3546
1,2022-02-07 18:09:58+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.7000000000000001,0.7999999999999999,29170,17432,250394,2390
1,2022-02-07 17:42:56+00:00,Twitter for iPhone,0,art,1,0,0,0,0,0.0,0.0,3766,5071,56886,297
1,2022-02-06 01:38:11+00:00,Twitter for iPhone,0,fr,1,0,0,0,0,0.0,0.0,1978,3340,55222,200
1,2022-02-06 01:37:28+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.0,0.0,12346,15742,155397,2119
1,2022-02-06 00:27:58+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.375,0.2,3139,4092,39021,236
1,2022-02-06 00:26:05+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.0,0.0,3027,4211,28789,228
1,2022-02-05 20:19:53+00:00,Twitter for iPhone,0,zxx,0,1,0,0,0,0.0,0.0,31242,10628,354521,2528
1,2022-02-03 21:32:56+00:00,Twitter for iPhone,0,en,1,0,0,0,0,-0.15,0.39999999999999997,2771,3660,38804,306
1,2022-02-03 20:50:45+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.0,0.0,5977,6641,73554,425
1,2022-02-02 16:43:49+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.1630952380952381,0.3485714285714286,1320,3709,17598,134
1,2022-02-02 10:37:30+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.375,0.8,7914,7818,155011,480
1,2022-02-02 05:43:24+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.0,0.0,1196,1924,23314,71
1,2022-02-02 05:28:41+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.16,0.5399999999999999,4183,5025,49868,453
1,2022-01-31 21:54:22+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.0,0.0,28140,8939,185598,2521
1,2022-01-31 06:39:35+00:00,Twitter for iPhone,0,zxx,0,1,0,0,0,0.0,0.0,17906,18523,198434,1719
1,2022-01-30 22:51:10+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.7,0.6000000000000001,17215,10993,284428,2003
1,2022-01-30 20:04:38+00:00,Twitter for iPhone,0,en,1,0,0,0,0,-0.3,0.55,10329,9775,94897,1170
1,2022-01-30 18:52:01+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.625,0.5,29172,14318,246433,2811
1,2022-01-30 17:38:35+00:00,Twitter for iPhone,0,zxx,0,1,0,0,0,0.0,0.0,35662,17256,310405,2502
1,2022-01-30 08:26:30+00:00,Twitter for iPhone,0,zxx,0,1,0,0,0,0.0,0.0,34477,10144,388227,2533
1,2022-01-29 23:39:10+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.35,0.65,6461,10918,109110,853
1,2022-01-29 11:21:38+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.0,0.0,15879,23640,199588,2408
1,2022-01-29 06:48:49+00:00,Twitter for iPhone,0,zxx,0,1,0,0,0,0.0,0.0,23216,10860,215254,2459
