is Elon Musk,created at,source,possibly sensitive,lang,has_text,has_link,has_hashtag,has_at,has_emoji,sentiment,subjectivity,retweet count,reply count,like count,quote count
1,2022-03-14 11:09:22+00:00,Twitter for iPhone,0,und,1,0,0,0,0,-0.0714285714285714,0.21428571428571427,53606,38631,391669,22041
1,2022-03-14 10:47:57+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.0,0.0,4644,7192,110033,512
1,2022-03-14 09:42:25+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.0,0.0,4653,5471,91711,458
1,2022-03-14 08:31:53+00:00,Twitter for iPhone,0,zxx,0,1,0,0,0,0.0,0.0,145623,31760,1190426,25928
1,2022-03-14 07:48:53+00:00,Twitter for iPhone,0,zxx,0,1,0,0,0,0.0,0.0,83053,32096,734524,17383
1,2022-03-14 01:48:03+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.0,0.0,2682,2219,37548,182
1,2022-03-14 01:41:19+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.048076923076923,0.5288461538461539,4351,3471,69278,627
1,2022-03-13 21:39:30+00:00,Twitter for iPhone,0,en,1,0,0,0,0,-0.1,0.05,10896,34791,160136,2932
1,2022-03-13 11:02:24+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.0,0.0,7271,8711,118311,505
1,2022-03-09 14:01:23+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.0,0.0,12857,12502,156998,1042
1,2022-03-09 06:47:17+00:00,Twitter for iPhone,0,zxx,0,1,0,0,0,0.0,0.0,79781,36408,644782,12893
1,2022-03-07 07:49:42+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.5,1.0,45032,23458,357500,7765
1,2022-03-06 23:57:02+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.25,0.25,13379,5268,172590,853
1,2022-03-06 23:33:20+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.0333333333333333,0.4166666666666667,16377,5843,182269,1571
1,2022-03-06 23:27:00+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.0,0.43333333333333335,42104,9197,314871,4247
1,2022-03-06 14:18:02+00:00,Twitter for iPhone,0,en,1,0,0,0,0,-1.0,1.0,4335,5825,94971,1393
1,2022-03-06 14:06:26+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.2666666666666666,0.8333333333333334,12644,15444,188002,5346
1,2022-03-06 04:38:57+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.7,0.44999999999999996,16996,12772,251280,1655
1,2022-03-06 03:45:50+00:00,Twitter for iPhone,0,zxx,0,1,0,0,0,0.0,0.0,30096,10741,358886,2265
1,2022-03-05 05:15:51+00:00,Twitter for iPhone,0,en,1,0,0,0,0,-0.0333333333333333,0.4,73639,27914,540064,10717
1,2022-03-05 04:59:24+00:00,Twitter for iPhone,0,en,1,0,0,0,0,-0.1666666666666666,0.16666666666666666,11768,4817,148188,1111
1,2022-03-05 01:22:00+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.8,0.75,17760,5595,329080,692
1,2022-03-05 01:21:07+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.4333333333333333,0.7333333333333333,52950,13589,546842,2225
1,2022-03-05 00:48:59+00:00,Twitter for iPhone,0,en,1,0,0,0,0,-0.075,0.3142857142857143,20495,5642,203804,1532
1,2022-03-05 00:40:01+00:00,Twitter for iPhone,0,en,1,0,0,0,0,-0.0444444444444444,0.95,78547,21582,471522,12050
1,2022-03-03 19:49:51+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.1866666666666666,0.8466666666666667,40075,9434,363129,2113
1,2022-02-22 22:35:13+00:00,Twitter for iPhone,0,zxx,0,1,0,0,0,0.0,0.0,22877,20066,205116,4014
1,2022-02-22 10:18:25+00:00,Twitter for iPhone,0,in,1,0,0,0,0,0.0,0.0,4518,9493,46891,1300
1,2022-02-22 10:10:05+00:00,Twitter for iPhone,0,qst,1,0,0,0,0,0.0,0.0,10688,25367,122872,3436
1,2022-02-22 00:24:17+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.0,0.0,2065,4553,48475,161
1,2022-02-21 23:22:01+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.45,0.8500000000000001,19926,8754,215360,2227
1,2022-02-20 02:52:48+00:00,Twitter for iPhone,0,en,1,0,1,1,1,0.0,0.0,2664,5299,88090,273
1,2022-02-20 02:51:12+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.1363636363636363,0.45454545454545453,4800,5459,107962,723
1,2022-02-20 02:46:59+00:00,Twitter for iPhone,0,zxx,0,1,0,0,0,0.0,0.0,33132,13610,361666,2206
1,2022-02-18 23:49:57+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.2642857142857143,0.5571428571428572,12700,14430,186098,1201
1,2022-02-17 20:01:33+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.0,0.0,5094,4898,82447,360
1,2022-02-17 19:57:29+00:00,Twitter for iPhone,0,en,1,0,0,0,0,0.0666666666666666,0.6666666666666666,33178,16988,246893,2894
